work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,104510.49705834137,138334.23785621277,108819.55342837538,149360.0577702926,150000,152756.51216855162,100,151802.65178580204,143153.50863349976
2023,104560.14845134463,138300.9221126856,108693.78260505327,149389.24462778485,110000,152819.01992741955,100,151888.87787956357,143127.33201174915
2023,152963.82497062412,138269.05736153625,159392.73890205854,149343.82121683622,275000,91907.27592086555,0,85834.10393894961,143069.40749624438
2023,153030.83209760624,138304.96222042895,162124.074726019,149361.4147852317,174000,94012.7584421932,0,87637.5201708116,143101.92448695158
2023,153035.21284934317,138279.75203081834,151470.6776005363,149348.69359389532,230000,86434.72010497798,100,86352.70735710788,143086.7136960726
2023,153041.51949191166,138301.00940079894,152314.11555494586,149330.7284323601,143200,86954.67087259765,100,86857.47715802917,143084.9163576902
2023,153048.0379636764,138269.48358549876,152287.89082911224,149371.45975362795,225000,152812.62798630114,0,151781.26118073583,143159.55977800628
2023,153001.71944173423,138350.24481424963,169437.5909090909,149344.52443949977,156400,152809.44343928894,0,151774.76710814354,143141.83949956202
2023,153027.46525177296,138247.5633421397,154474.57834450607,149333.06219101182,200000,152769.15294708888,0,151763.6551730646,143087.15825900395
2023,153104.86432194815,138364.71017387786,154716.97856737074,149376.02352819752,130000,152848.6846148591,0,151828.41572771897,143176.21615976986
2023,153026.70425621848,138265.46851807664,104809.7613969608,149400.3404718485,90000,132782.30436118995,0,132464.96161943022,143116.18082997607
2023,153056.43002332764,138361.58743653903,113799.28224946695,149437.9785691424,72000,132391.7869869622,0,132671.58799032902,143183.88720062887
2023,152966.53065133592,138266.3930727437,142674.5118570945,149331.04537861032,253200,152714.49356808196,0,151783.36680410506,143049.79962887877
2023,153074.90374448407,138344.21251629558,142866.56549668242,149400.92498716182,90700,152826.28610928677,0,151837.21828463452,143077.40962900897
2023,153003.41468066402,138292.9382889731,132130.40803933764,149274.50438765332,342810,152774.08526911144,0,151674.46116689156,143085.46034615109
2023,153010.69915299414,138342.65397399824,140921.7687727717,149363.51289793695,184590,152820.2083701064,0,151796.5073762204,143126.66402635488
2023,104500.55804190191,138320.28797402792,142774.03915337045,149384.539491456,162500,152826.00199036926,0,151870.76307457293,143087.04288728337
2023,104535.32894582149,138320.28256634137,142828.28393558765,149386.27276716687,130000,152796.49197407006,0,151843.26150699623,143132.95222795225
2023,104565.96666892969,138275.68389213752,108768.83457831724,149421.5450065779,105380,152830.89246861727,0,151848.9801437917,143156.72116832304
2023,104687.18920228237,138315.54916054686,108659.87897826264,149399.29353049822,64500,152755.2921793331,0,151865.82267321183,143144.98509984638
2023,78663.48355021994,138307.87551371675,90679.31652511712,149396.99239954434,100000,70370.62128194387,100,85511.59157557985,118380.2315167758
2023,78882.46908815298,138323.13933963954,137548.87070114637,149344.95725002946,30000,80376.9209734547,100,99522.47629965343,118537.93773055526
2022,104670.80670860442,138368.6851296818,155094.309767453,27730.25753576824,20984,37860.6221664833,50,32207.929770452018,118619.20691524203
2023,78478.127582279,138282.50670654717,189107.7985594646,149365.84955247192,204620,152795.48149790292,0,151777.94281380085,118153.13685513526
2023,78630.34851912313,138307.50394765972,190728.01181294184,149390.7818857536,110680,152879.50749105148,0,151877.16956522808,118360.23957722874
2023,153005.54013323842,138246.02780502138,142657.69238021772,149390.86790681753,270703,152774.5317399452,0,151724.61815607492,143134.43974956943
2023,153022.88744653613,138336.04049009093,142705.00340587582,149358.1112719936,221484,152807.43173421576,0,151801.21242077384,143140.77032571207
2023,153009.07286857368,138282.444778871,140780.21866137284,149348.55703353367,212750,152815.63681980706,100,151824.49763303768,143108.67874632563
2023,153062.05729949812,138322.95355661103,140813.28673210953,149334.87382309473,185000,152801.10612262812,100,151834.0476584578,143133.7744003156
2023,153001.61205025576,138295.4899784822,140721.62276313617,149334.5105980429,262000,152817.1033886243,100,151767.8399868869,143099.22378325264
2023,152975.23008959118,138288.6982625413,140741.86125177683,149338.85249112087,245000,152761.43797791522,100,151717.50730810585,143154.46603944767
2023,152996.6884047044,138265.8993193022,140705.76910409686,149342.43928999663,275300,152780.99682035003,100,151767.11016041646,143114.11782534182
2023,153029.69148113095,138319.72106042906,140840.73520545496,149386.21065809546,183500,152850.08452145738,100,151812.83327293483,143134.62357288666
2023,152949.45720377206,138293.14749681824,140750.49090349846,149360.1869571612,218500,152803.06501459703,100,151804.2017887049,143057.8234564328
2023,153014.8236107989,138290.1351362517,140817.8321664282,149326.54775243212,199098,152835.77076926452,100,151727.2226902319,143111.09872961437
2023,153026.1542230488,138290.35267386748,142641.65211458527,149378.39733690803,203300,152829.81062642674,100,151832.3907186304,143147.17774773287
2023,153089.94995360734,138330.64766649934,142808.50957098661,149363.19924712615,123600,152861.50098414795,100,151811.68424562315,143115.95520644405
2023,153053.6601865745,138299.6927136882,161714.03664608355,149398.69147600172,189110,152852.5058615504,0,151770.27201728756,143061.59271500088
2023,152994.19296300135,138352.15380218034,163433.1528999674,149370.17099039553,139000,152811.58709000493,0,151805.1145881731,143145.7532410828
2023,193868.2462220601,138292.1755015531,140725.5044626195,149299.40362147996,258750,152757.27404710295,0,151743.028668022,143093.7790712318
2023,194514.86357217672,138316.44441934372,140838.15796121434,149362.40890919205,185000,152820.49650074443,0,151830.1957921966,143147.7012064317
2023,152987.400221251,138309.62564369556,142695.374790056,149331.37019239797,231500,152818.32179991296,100,151788.9170920243,143126.52641051775
2023,152991.15684034952,138374.86241178215,142758.41574580115,149394.93953136023,166000,152844.01825953153,100,151741.32455891249,143081.86160922167
2023,153058.25659542918,138298.9363882866,140828.20685721902,149348.88310615876,172500,152818.98764690955,100,151831.89858386572,143121.76557794114
2023,153072.23481428553,138279.88743509582,140901.987057737,149414.49512923014,110500,152801.15445273687,100,151847.37850813047,143160.17496070222
2023,153020.29130575122,138270.45073425013,142689.17339427434,149331.09091637222,238000,152807.53469371403,0,151788.0054030797,143013.8371298236
2023,153017.12346454323,138303.83675222722,142741.8107504986,149365.11220652657,176000,152812.72034772733,0,151849.02530858415,143084.9163576902
2023,152910.48945526485,138252.16753023778,142690.1212269036,149289.46415001253,237000,152797.5901824157,100,151784.7510129842,143120.51127538478
2023,153054.2387349584,138298.35426813056,142737.1600345779,149338.15065674885,201450,152815.9394622904,100,151797.82628247878,143096.29250103282
2023,152983.40974678937,138233.56957208,187301.20768714548,149305.41039294135,309400,152755.44932312964,0,151758.15485954925,117922.35031598035
2023,153047.6882888221,138303.00207485273,189892.65584332033,149369.35853768536,159100,152865.6168184763,0,151804.73461038203,118253.54781162614
2023,152993.01083858413,138292.1755015531,142807.39904692082,149361.2645939564,115000,152833.76061058827,0,151816.67790625777,143139.69050402808
2023,153108.3259716801,138313.5028547255,142922.2319078432,149384.70262223473,81500,152809.25959544253,0,151806.84157053402,143165.13936033988
2023,153011.55365108786,138247.11990720127,140690.50061405954,149317.3958066386,237000,152827.752678104,100,151790.46947460805,143124.0061751152
2023,153010.18141754615,138274.09800512594,140780.3669572103,149336.31871484386,201450,152827.49067022058,100,151825.1631700101,143123.06976326465
2023,153021.7040275868,138246.1363130801,135621.46041055716,149328.64781431694,280000,152763.03267331372,0,151755.48704281426,143094.4181332878
2023,152999.19204488987,138275.49129893552,139511.7444829527,149337.15225529013,210000,152857.51735887202,0,151829.29873718994,143092.60168793664
2023,152993.45298819282,138280.4824792886,160302.1741766552,149314.93683633575,280100,152780.15323004551,100,151756.83741918628,143106.93993068332
2023,153038.16202862802,138340.73311772294,161411.75418832205,149349.1516216408,168100,152830.89246861727,100,151763.85278911903,143159.94428081674
2023,153033.63791962556,138228.15036191334,142731.94762883743,149374.96891616442,193500,152819.64802516162,100,151832.89489814022,143134.42545761063
2023,153038.20571118742,138303.1636253123,142850.47392636264,149357.28305557583,139000,152792.17860962148,100,151823.84242875664,143077.50489249427
2023,104540.91561354783,138365.3352426791,141068.7612233711,137555.1191682218,65062,101811.42923773987,0,137580.82409381663,118346.89371193436
2023,153104.86432194815,138343.94273082135,154647.69665482515,149377.79487891504,150000,52367.234334280976,100,151821.80072192274,143134.9358299122
2023,104610.19451309879,138323.90912757945,133784.2032249467,62738.54794239267,69751,37173.7593805971,100,89500.29701778099,78684.86828917694
2022,78095.49060605782,138283.9606606834,121893.22583068757,149308.1455615974,300000,33929.6734917637,50,27395.401378023333,118152.77686480072
2023,104647.9132860544,138339.62071752604,154832.60596240254,62318.68866401583,96578,80221.06501421465,100,81895.14365399996,118391.1422763034
2023,153060.50311539153,138329.3552628227,162066.38113006396,149350.61567252665,185900,152742.81986602372,0,151804.00171758296,143101.35251831257
2023,153052.0312991479,138350.1723857936,176212.0660490536,149248.04902867254,129300,152807.879004075,0,151851.8907413736,143120.47058205403
2023,153016.31376906348,138293.2570660556,142754.26773363777,149367.73817806714,225000,152760.52012220188,100,151786.64450739816,143105.76766331092
2023,153053.42471283712,138293.6590732736,142772.15667027526,149328.1619617065,175000,152788.0853247087,100,151793.37544861858,143133.2953175661
2023,152989.2668016464,138324.19534114367,142740.12146837765,149387.08018509563,185000,152795.20248000044,0,151793.9243344193,143147.60865623134
2023,153012.5645911024,138325.30169254105,142783.41625517674,149362.53537976465,140000,152776.7562542949,0,151811.23344333144,143040.33498580274
2023,153093.60167461046,138297.2969203726,140976.06845761766,62660.17858853458,48289,61761.23035478125,0,58835.67103837246,143197.1243930719
2023,153117.48423775047,138339.47720686777,140929.1505435658,62701.10658739591,38631,61700.476106371636,0,58961.1677890225,143136.99503378992
2023,153022.33775038953,138381.40870565517,140908.50845076234,149352.84752818893,105000,152856.08412116425,0,151831.68548729699,143174.2211459378
2023,153109.00503436328,138317.06611936234,140950.20870392933,149379.9259996282,70000,152858.01732551426,0,151811.4782582399,143117.47872219127
2023,78557.69874282219,138333.79709270888,154183.78332629817,149374.28063022505,163196,152755.2921793331,0,151812.85144524873,143145.62856780953
2023,78520.44439982672,138337.35766483805,154661.9729353111,149392.48833249146,145885,152786.87948414416,0,151828.75286563908,143114.50998447713
2023,153045.04936598122,138307.39624735335,142709.34531483913,149283.14065403733,217000,152818.41996744886,100,151732.85043517716,143107.32326308245
2023,152990.2654768063,138319.80332264918,142740.1299038205,149346.39874330108,185000,152869.21657830043,100,151775.62741236296,143143.30551869798
2023,153035.50810210887,138302.32837441846,108609.61686687471,149388.17174419865,202800,152787.99868664824,0,151756.95165624196,118157.27352294893
2023,153023.99426034788,138295.4092032524,108789.51291505025,149330.8318226968,104300,152855.69268996356,0,151854.9522933404,118374.34091584387
2023,153063.65932330533,138352.7402303486,108751.06068867177,149371.51086066684,145000,152834.01892668675,0,151798.93124211306,143112.05378316046
2023,153057.50847177065,138349.24615031295,108675.25485881361,149389.43488559616,65000,152870.68314711767,0,151829.29873718994,143134.65768992863
2023,153064.96932847067,138344.6820934247,142759.33532545168,149417.10992113786,165000,152817.62735366536,0,151806.6877157201,143139.71885951527
2023,152999.09440035588,138276.56164963456,142790.8021445563,149430.05966253355,132300,152848.97451809875,0,151839.2323094355,143100.9079553812
2023,153069.2782357123,138248.05607104144,142745.77355089923,149310.98792566167,179170,152797.96470414908,0,151830.1957921966,143129.96190272248
2023,153137.28365928197,138332.234082404,142859.78043360816,149387.44583192337,94300,152826.91940036693,0,151839.8323728112,143192.56730548045
2023,153045.1442837289,138302.54371705023,152223.54202762758,149387.45283952428,152500,152819.58782894403,0,151837.21828463452,143146.85110302968
2023,153089.86470141987,138312.74706782543,152573.97078060737,149379.021533076,116450,152797.3747049215,0,151808.73365575192,143142.77902114534
2023,153013.06777734446,138277.2947934765,142680.17445618747,149383.04933648466,247300,152810.0871900782,0,151814.73532149981,143086.98440201406
2023,153029.97860575817,138329.9191491126,142789.33280250532,149359.876411804,133800,152823.8130256801,0,151812.83327293483,143174.1743835411
2023,153035.8278693966,138275.49129893552,161339.3335615007,149356.39830380326,203000,152777.50269744796,0,151810.23314186657,143155.694620863
2023,153096.27437223317,138345.3245257523,163230.83807561226,149301.8665390771,133000,152879.5587503115,0,151806.53785687883,143073.63084409237
2023,78445.1395945151,138296.13618032052,160208.74604113578,149386.36593077405,220000,152799.25507257337,50,151820.77938720238,118119.34706398411
2022,78799.5224723407,138371.01083010482,154971.2773636373,120951.05651826179,56536,120938.99760063982,100,97935.52929885364,78967.4212536521
2023,153051.3184015311,138327.04374499686,140854.96430348733,149395.06120077593,150000,152823.01323502275,0,151834.9184478833,143113.02734233317
2023,153060.57145281014,138326.51682124785,140879.7792712567,149340.12572708543,120000,152813.320307698,0,151836.50724055327,143132.30336411292
2023,152975.260832764,138216.27207520182,151291.22673953613,149313.72937172253,289800,152769.5565609473,0,151792.84314702824,143097.52640487437
2023,153039.24220154923,138365.3352426791,151475.81070668736,149346.6161250511,214000,152814.02026099715,0,151768.2826823395,143106.68562100636
2023,152957.90601904388,138313.57285992466,151957.9323649616,149356.6715837176,179820,152799.41456882184,0,151808.11745805747,143171.3518097608
2023,153069.68398099803,138315.78663972244,152307.23719758872,149381.05249971218,143860,152808.63395370476,0,151821.7345314655,143134.75816769394
2023,153049.2848449062,138314.82864549712,154186.8112752401,149336.2083190396,283200,152753.71683198493,100,151823.83914244533,143081.23922111775
2023,153029.139798732,138309.1140672402,154513.57704126427,149356.35758343607,188800,152821.51949682174,100,151795.8773946864,143144.11407404585
2023,152983.70101147253,138291.15747539597,150890.72062077944,149248.04902867254,289800,152756.51216855162,0,151772.97606363252,143063.57927621418
2023,153054.90671732795,138283.2525311689,151624.56953356127,149332.57120468267,214200,152794.46322677267,0,151773.86533587752,143134.75816769394
2023,153048.96655313324,138310.2037250901,142739.28255802032,149343.6321911922,185900,152819.4567683378,0,151765.5654615909,143140.29940654978
2023,153095.4173154303,138317.40699083204,142871.43842245213,149322.30042358156,129300,152852.9176657634,0,151823.104669443,143136.74653080982
2023,153010.47372517738,138298.49481703038,142710.87437133014,149318.9934905006,252000,152743.44517567536,0,151791.0722954897,143086.5704832997
2023,153063.9370966947,138364.41817457022,142794.00936884942,149359.0516324668,129000,152817.74057559777,0,151845.7856838352,143118.40351474137
2023,104504.30343047236,138343.8743411268,141085.64902692614,149344.13176219343,155000,152841.35177077292,0,151826.02543472766,143135.36158256212
2023,104453.9203721531,138311.29201146544,141768.7596519716,149375.07079840888,140000,152833.5856222635,0,151837.1024732994,143141.33142764046
2023,153030.49854326455,138308.66980347637,142762.44674727766,149403.26958586203,161800,152839.48510599261,100,151834.92869670052,143077.22680365457
2023,153034.90820068924,138335.9583686073,142771.06670252065,149310.6860272219,141600,152845.4848283488,100,151808.7100162336,143165.69731080282
2023,152976.69486518676,138259.5179900465,153982.23049355234,149313.824197429,342300,152752.34916294142,0,151725.9961402895,117849.93831894461
2023,153130.9301628864,138288.9380303431,154719.1712932107,149389.62665702475,176100,152796.054792986,0,151835.21477437182,118216.11724156965
2023,104595.44978818252,138318.2906469976,142821.84072196134,149343.13094616937,100000,152830.35250464367,100,151845.46168754823,143144.48688245707
2023,104609.89344920029,138283.3736940136,142850.74076195067,149396.4897094191,70000,152849.073459336,100,151853.06977504946,143166.27775898913
2023,78710.61928235803,138308.33105027874,142852.5134729556,149385.85889950357,85000,152810.6871500489,0,151829.9817081376,143179.63079536465
2023,78773.13331611571,138330.2233272922,142772.15667027526,149404.76268593344,65000,152841.10251807602,0,151868.7768368637,143057.84886002884
2023,153094.75238041228,138278.28916254904,140821.63837724322,149326.31226516713,138784,152833.4907110713,100,151805.76080866996,143120.06099664426
2023,153087.00570765176,138324.92716472555,140934.37887896562,149401.32800608443,83270,152863.76027567813,100,151847.6696346412,143178.21268597155
2023,78741.94436800372,138301.0632364569,108745.22793081006,149386.21065809546,75000,152854.07012609206,0,151831.63228730403,143125.58291710383
2023,78757.5187791589,138339.6406420827,108826.70838930969,149398.59956012559,70000,152850.01785923843,0,151851.058587405,143157.1592412535
2023,153032.4448415453,138315.4974643998,108606.83948768346,149351.74012344508,204500,152786.67488687448,0,151841.08759235413,143096.39881707734
2023,153013.06777734446,138305.5077224808,108714.04209204343,149380.0717497887,138900,152819.18133740814,0,151813.9514461433,143125.79712863872
2023,152957.34088009258,138270.61997942682,154065.22934388855,149324.30840986126,318300,152766.27344666325,100,151724.61815607492,143054.8677480291
2023,152991.584792498,138291.8550931416,154432.29757877716,149375.3726251288,212200,152798.28797732136,100,151813.45124004965,143066.24474853266
2023,153071.64655494972,138329.8194511432,142881.16439196578,149387.99300314867,95000,152839.0402675757,100,151816.88650713215,143076.2664671855
2023,153069.86334987683,138333.99283801575,142845.90063162643,149372.1716248508,75000,152826.91940036693,100,151848.61360847074,143130.21735435628
2023,153039.12453797608,138311.37335041745,140793.87791924537,149365.94757353747,195000,152800.15582273508,0,151791.9029021898,143111.99027417027
2023,153022.2573684408,138311.1964531726,140832.11917966095,149358.30927668203,160000,152824.4892154855,0,151717.61063237928,143108.09094633453
2023,153058.48043385724,138307.66582058204,151470.7451035711,149367.4226639842,230000,152808.30500585056,0,151830.26447388637,143117.36156366978
2023,153043.29870062406,138334.63892124416,152314.070637474,149355.46511500483,143200,152792.43740534518,0,151772.28287539174,143150.53770728823
2023,104640.31880685879,138392.78858927885,142821.92119383547,149377.692311473,100000,152870.5603344327,100,151776.71385835405,143160.9045906481
2023,104511.98391042654,138291.15747539597,142839.99826751364,149350.75414193593,70000,152827.05325892448,100,151870.9809053333,143177.7867622828
2023,104454.50227635437,138330.27717744536,68234.3827423798,149418.53427912705,105000,152839.48510599261,50,151797.82628247878,118421.86718361492
2023,104671.15545336978,138374.86241178215,125419.2345241269,27688.827548811845,20670,37865.00607913007,100,32459.375014027606,118558.5125141372
2023,104570.64810544718,138337.04102593727,108767.1831053454,84417.68322650192,46178,87535.72093828871,0,87435.45684503626,143160.07356573697
2023,104644.05519555033,138364.8131654439,108871.63017574398,84440.66950262539,42533,87646.07783305977,0,87442.72463312108,143147.91000638984
2023,153038.42629607974,138379.9488280021,142778.6081120838,149318.4186066164,145000,152849.7415162308,0,151805.4497225142,143139.7305932462
2023,153080.01328946583,138381.4014358845,142677.25204633933,149380.858477299,115000,152811.01212836636,0,151838.81514577125,143165.13936033988
2023,153002.2367421724,138261.79324512117,108665.80942032016,149321.84081645287,168400,152840.68850456222,0,151802.6020037945,143098.75785851816
2023,153030.28807399247,138362.44618196026,108783.48399718732,149380.71400527284,105200,152827.59932203733,0,151822.93998939762,143112.05378316046
2023,152922.72305896835,138264.75715755296,187301.0339955322,149363.80356839127,309400,152775.64282153884,0,151736.5133598267,117922.37238876417
2023,153073.20924760957,138333.91994603237,189627.3234111398,149361.37999960955,159100,152831.38450967817,0,151825.25984056215,118194.5192893374
2023,153053.83599821053,138281.95662723228,154509.2786643285,149379.34760570107,190000,152801.8210749265,0,151782.60036008005,143136.17386387318
2023,153081.26426616492,138306.674116799,154647.62327819626,149353.4222354279,150000,152868.07270963586,0,151810.39960394273,143147.91000638984
2023,104480.68574549274,138234.35659206894,142678.71165330368,149366.293345652,162500,152850.23960050804,0,151781.49642046783,143140.49342324736
2023,104535.33990186601,138298.18248614186,142793.02862627112,149382.29372717658,130000,152864.04359010875,0,151801.66403084033,143143.41390945035
2023,153079.97513985645,138218.69966002784,152248.0517376596,149379.34760570107,150000,152823.83124544536,100,151828.17681484038,143184.67123272948
2023,153104.86432194815,138308.13130194444,152539.46837477642,149373.86004749464,120000,152821.41972364997,100,151834.53346459163,143160.33897851506
2023,153073.20924760957,138337.53689471105,142743.4064084034,149372.7534855861,145000,152821.42073426212,0,151828.46709589314,143146.23916240758
2023,153038.49156204858,138334.23785621277,142761.1278450225,149400.1608077697,120000,152825.2847614609,0,151824.2804978071,143183.88720062887
2023,152972.27267582074,138218.69966002784,188805.44716351503,149317.67329775912,222200,152779.9583523896,0,151743.45881230047,118114.47999182597
2023,153015.9254599198,138298.97677590148,190291.5361512792,149370.05394333863,136000,152826.05279152037,0,151843.26150699623,118304.51648136122
2023,153086.70627904186,138340.58937651623,108851.71678619906,84365.36363801951,54685,90090.17222074114,100,90038.49640095975,143190.88812777968
2023,153099.09600282673,138403.14155048112,108901.85440521917,84628.66111536924,42533,96154.45427885898,100,96121.7218816631,143119.44210153483
2023,152987.6426972688,138303.5567314306,142686.2398175871,149393.04265595408,241000,152805.16071354222,0,151821.55667701652,143071.81448697278
2023,153038.16202862802,138362.13519732558,142768.9248662252,149404.643388318,155000,152773.26103108012,0,151839.16097386653,143159.0732991414
2023,153019.61119799013,138265.8993193022,142731.22953237494,149355.0965415818,220000,152800.68781720407,100,151811.68424562315,143126.65450000635
2023,153039.3907745211,138216.78889751804,142735.26110421837,149348.20920280548,190000,152834.40878699915,100,151820.77938720238,143108.24515577572
2023,104691.75451090324,138308.10574805026,140829.99104029153,84289.94357943472,66837,87412.17139221955,0,87301.29551344448,143144.11407404585
2023,104628.88929891988,138366.7840810508,140968.48630111336,84364.93173828594,54685,87344.41515033742,0,87497.13992681874,143093.08523551392
2020,196006.24731650506,138265.0646419277,137561.68488403092,149404.8761443462,15000,82514.952203222,0,133326.80489187557,143187.89978847152
2023,104591.13820182113,138334.15781453616,97643.58504398826,84176.38071503914,85066,87302.86890042895,100,87195.50798081752,143044.93557705247
2023,104625.15080831447,138352.7402303486,111345.61010397227,84346.07582077492,57723,87466.4294216153,100,87354.29293988942,143173.74769558964
2023,78710.68619118235,138345.3245257523,108802.15200520506,149390.7818857536,85000,152875.73406496443,100,151743.028668022,143127.79565714745
2023,78741.91039222873,138359.66873369008,108818.48953830177,149332.95212933386,75000,152837.1433572204,100,151803.9919033774,143174.2211459378
2023,153057.4629168101,138298.72098767382,142837.53521127123,149336.48329666644,160000,152831.08281016248,0,151799.3704617544,143109.32040747209
2023,153075.19149611922,138301.72272326666,142783.3753957919,149425.98442659673,140000,152819.01992741955,0,151804.95905213075,143088.43946347196
2023,104324.10535492812,138281.86588972414,154128.69180352366,149322.30042358156,300000,152813.320307698,0,151773.60184780494,143073.72610757768
2023,104386.22761002864,138269.05736153625,154301.61525000486,149363.27607072215,250000,152811.83923540887,0,151798.77738765278,143115.02383098772
2023,152991.584792498,138321.25160818428,140762.08048234755,149328.91503969012,228000,152834.81887331433,0,151802.70725258914,143048.28583808942
2023,153002.51158577725,138307.52351540964,140730.4676324977,149348.55703353367,186000,152810.35383895406,0,151847.6696346412,143150.49877654546
2023,153086.70627904186,138291.9897185246,140855.98503841256,149404.8761443462,190000,152761.86540743418,0,151797.0660195245,143100.02009619607
2023,153038.16855197915,138285.66905679347,140831.15298364882,149346.04665546666,170000,152794.66338783118,0,151763.6551730646,143087.65007456808
2023,104411.04323153578,138272.657513528,160609.6667915583,149350.75414193593,230000,152803.62675722627,0,151799.8518470368,143137.5828094942
2023,104448.30165537636,138296.99778277162,161420.6730745675,149329.77800225752,200000,152821.42073426212,0,151824.96884755656,143099.4472486067
2023,153090.24522464524,138305.23685621028,161293.91360911145,149379.72753269432,180000,152836.08099035016,100,151732.85043517716,143091.29078899595
2023,153089.11083668564,138308.04783420698,161937.2779667996,149355.71841849518,115000,152803.09289115175,100,151841.12066640644,143067.95441054873
2023,152971.317371321,138276.93860070693,161095.28177304534,149325.55419050663,200000,152777.50269744796,100,151854.22919801783,143152.51345554413
2023,153056.0900450413,138285.23152429878,161937.51251811397,149391.29175616993,115000,152789.95519995067,100,151800.28001515477,143115.35625065063
2023,153084.23929175478,138350.22488969294,137602.2330045321,62637.64075342621,53654,63701.41275309041,50,68608.82724606771,78793.87173330356
2023,194893.73789172445,138332.2445927923,142730.27095963372,149330.7284323601,220000,152758.68412060576,0,151726.83271491996,143092.08340448048
2023,194339.38187243635,138293.2570660556,142720.85265858207,149364.1401995585,205000,152826.41532207,0,151817.80586489203,143114.81642423396
2023,104441.4953901866,138304.10600299318,142701.7300943255,149344.03151338414,180000,152779.26819221737,0,151815.82112621627,143071.30009947205
2023,104620.89460223542,138337.4411325755,142793.03569766012,149352.5289086524,130000,152827.35270479022,0,151837.60633939537,143152.44550092463
2023,153049.627952668,138320.5875453436,142679.04665140307,149302.8913387559,200000,152796.85895735378,100,151832.88666413794,143069.88381367087
2023,153025.3608220048,138313.16953003607,142800.43030396622,149372.95037134257,150000,152869.6832138332,100,151796.5073762204,143167.0928968783
2023,153035.41826969953,138340.6982590914,139232.79664682012,149351.5848507665,215000,152818.25274636957,0,151800.7740552909,143060.65119422122
2023,153074.6368824055,138285.25844937537,141732.48561864984,149343.59935260797,170000,152836.6747494903,0,151836.32518348526,143145.77705695413
2023,153062.6907259006,138302.89814405705,154310.4008813336,149316.1205709731,247500,152785.2357538767,0,151763.7177777294,143059.11903983276
2023,153020.9416306275,138274.62492887495,154570.9998690084,149374.1925527714,172200,152811.42904096702,0,151833.76695387263,143100.30461997434
2023,153013.14402184344,138302.2514037172,140766.86436503706,149302.8913387559,224000,131205.73905311525,0,130923.9355623361,143060.83378256802
2023,153048.15005111956,138302.13779618934,140823.97177695704,149346.39874330108,176000,131770.02840210713,0,131475.684208269,143080.1468664864
2023,153062.45774881626,138344.0450461124,108744.94313281165,149373.9130619499,120000,152835.08303040132,100,151808.77750549585,143145.91931709216
2023,153085.12212430564,138374.78971407536,108818.48063305122,149350.86329240404,75000,152869.38323384782,100,151860.60418902556,143134.14271865383
